Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,26,18036.115385,8311.3461538,5480.7692308
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,50,27003.42,11573.52,10008.2
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,17,16459.411765,7415.5882353,5362.5294118
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,18,30794.166667,8803.7222222,7534.3888889
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,34,20369.647059,8626.3823529,6292.1470588
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,45,21994.511111,9564.2666667,7639.6
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,30,14590.233333,6492.9,4781.9333333
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",16,25846.9375,10360.3125,9342.3125
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",291,HEART FAILURE AND SHOCK WITH MCC,48,16851.3125,9331.7291667,7349.4583333
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",312,SYNCOPE AND COLLAPSE,13,12943.230769,6541.7692308,5160.8461538
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,23,17381.913043,7499.0869565,5287.4782609
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",389,GASTROINTESTINAL OBSTRUCTION WITH CC,13,11747.0,5800.4615385,3709.8461538
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",24,11994.5,6752.2083333,4387.6666667
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,23,32520.521739,14929.565217,11725.913043
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,31,31769.419355,14010.290323,12483.580645
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",603,CELLULITIS WITHOUT MCC,27,15205.444444,8241.2962963,4889.7777778
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",11,17519.272727,10814.727273,7181.2727273
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",18,10344.611111,6042.6666667,4682.6666667
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",682,RENAL FAILURE WITH MCC,19,26105.157895,10956.052632,9041.3157895
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",683,RENAL FAILURE WITH CC,24,13859.666667,6757.1666667,5181.625
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,39,14623.923077,8683.5128205,6917.3846154
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,37,12720.459459,6561.5675676,4498.9189189
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,11,17527.0,14956.181818,8891.8181818
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,12,40732.166667,28828.25,25605.916667
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,99,30333.313131,13726.484848,11346.888889
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,37,17725.540541,7568.6216216,5857.7027027
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",885,PSYCHOSES,14,12528.928571,10844.928571,5753.1428571
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,EXTRACRANIAL PROCEDURES WITH CC,17,91593.411765,11267.941176,9130.8235294
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,11,74593.818182,11233.0,5617.9090909
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,43,78472.55814,14019.534884,11936.581395
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,50,41546.46,6982.14,5138.94
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,40,32583.25,5983.7,4115.675
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,14,44202.571429,8876.2857143,7063.4285714
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,16,42498.0,11640.125,9091.1875
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,16,36291.9375,7691.0625,5911.5625
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,24,73335.083333,13466.75,11710.166667
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,21,23325.571429,6697.2857143,5416.2857143
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,16,55446.875,9102.8125,7747.4375
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,118,67199.508475,11991.533898,10007.457627
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,21,34901.761905,7406.047619,5313.5714286
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,55,54015.2,9169.9272727,7358.6727273
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,46,39416.217391,8182.8043478,6827.6521739
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,14,39709.785714,6726.5,5033.5
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,95,47654.210526,9629.2526316,7821.1894737
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,25,36254.36,6161.84,4690.2
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,12,89666.25,19046.083333,17564.583333
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,12,368534.41667,56182.75,52505.666667
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,11,228627.63636,36622.545455,33835.818182
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,14,104341.71429,16345.642857,12168.785714
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,19,124553.05263,24133.263158,22016.368421
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,15,112732.4,18104.133333,16233.8
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,14,216424.35714,28522.428571,26355.571429
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",37,54802.837838,11470.783784,9573.0540541
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",23,34145.347826,6782.0434783,5206.8695652
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",12,94171.583333,15461.5,12934.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",44,51327.340909,7871.4090909,6001.9772727
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,151,42868.0,9365.9536424,7808.6754967
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",303,ATHEROSCLEROSIS WITHOUT MCC,13,22099.846154,5031.2307692,3296.5384615
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,13,26121.615385,5707.3846154,4151.0769231
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,28,46889.821429,8595.8571429,6688.75
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,64,24850.71875,5688.6875,4084.1875
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,26,23711.807692,4457.5,2539.0769231
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,49,27068.265306,6463.9183673,4966.4285714
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,45,25790.0,5393.9111111,3855.8222222
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,18,69104.0,14430.555556,12936.777778
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,16,36358.125,7061.125,5370.75
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,36,132038.55556,18434.861111,16442.805556
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,49,106879.10204,12991.693878,10341.612245
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,11,215942.18182,28771.454545,23419.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,12,101702.66667,17672.333333,13990.666667
